productid	name	brand	offerid	category	description	price	image	url	availability	shipping	special	expirationdate	oldprice
211	Marques de Grinon - Dominio de Valdepusa Syrah 2003	Marques de Grinon	A-ES180108	Rotwein|Spanien	Ehrgeiziger Spitzen-Syrah mit grossem Potenzial Flascheninhalt: 0,75 ltr. Region: Dominio de Valdepusa Charakter:Intensive Aromen reifer Waldfrüchte und exotischer Gewürze in der Nase; saftig; weiche sehr präsente Tannine; ausgeprägte Säurestruktur; lang anhaltend und reichhaltig im Abgang; tief purpurfarben. Unbedingt dekantieren. Rebsorte: Syrah (100%) Alkohol: 14,00% Säure: 4,40 g/l Restzucker: 2,20 g/l Fassreife: 11 Monate in französischer Allier-Eiche Bewertungen: Robert Parker: Excellente Reinheit und Länge: 90/100 Punkten (Jahrgang: 2000); The Wine Spectator: 94/100 Punkten (Jahrgang 2001) Das Weingut Seit Parkers 95er Ritterschlag mit fünf Spitzenbewertungen genießen Carlos Falcós Weine große Beachtung. Zusammen mit seinem langjährigen Weinmacher Julio Lopez realisiert er in Malpica de Tajo, 50 km von Toledo entfernt gelegen, die vorzüglichen Dominio-de-Valdepusa-Estate-Weine. Unter Ertrag stehen 45 ha Rebstöcke mit Cabernet Sauvignon, Syrah, Petit Verdot und Merlot. Drei bis sechs Wochen dauert die Skin-Maceration voll ausgereifter Trauben. Das Resultat sind intensive Tannine, dichte Farbe und Konzentration. Der Ausbau erfolgt grundsätzlich in französischen Eichenfässern, 1.000 Barriques stehen dafür im klimatisierten Barriquekeller zur Verfügung. Mit der Anpflanzung der im Bordeaux vergessenen Petit-Verdot-Traube, der von der Rhône stammenden Syrah-Traube und den daraus erzeugten Weinen schuf der 69-jährige Carlos Falcó den Grundstein für seine Rotweine ("Ein moderner Aristokrat, der nicht müde wird, seine Ideen in die Tat umzusetzen.", Friedhelm Mühleib, Alles über Wein 1/2005). Mit der aus Cabernet Sauvignon, Syrah und Merlot erzeugten Cuvée Dominio de Valdepusa Eméritus krönt der Weinadlige sein Lebenswerk: das Beste von drei Rebsorten in einem opulenten Wein. Vor drei Jahren wurde der Dominio de Valdepusa die Ehre zuteil, als erste Einzellage Spaniens den Status einer D.O. verliehen zu bekommen: D.O. Dominio de Valdepusa steht seit dem Jahrgang 2002 auf den Flaschen der Pagos de Familia de Marqués de Griñón. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	22.50	http://www.a-vino.de/images/valdepusa_syrah.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=211	ab Lager	0.00			
212	Marques de Grinon - Dominio de Valdepusa Petit Verdot 2003/2004	Marques de Grinon	A-ES180110	Rotwein|Spanien	Einer der besten seltenen rebsortenreinen Petit-Verdot's nicht nur in Spanien sondern von der ganzen Welt Flascheninhalt: 0,75 ltr. Region: Dominio de Valdepusa Charakter:Einer der seltenen rebsortenreinen Petit Verdots. Unglaublich tiefe purpurne Farbe. In der Nase rauchige Aromen. Geschmacksnoten von Peiselbeeren. Dicht, sehr konzentriert im Geschmack, dominante Fruchtaromen (wilde Himbeeren) Die satten Tannine und eine saftige Frucht harmonieren mit einem intensiven Holzton. Lang und nachhaltig im Abgang. Rebsorte: Petit Verdot (100%) Alkohol: 13,50% Säure: 3,65 g/l Restzucker: 2,80 g/l Fassreife: 8 Monate in französischer Allier-Eiche Bewertungen: Weinwirtschaft 1/2004: ... einen besseren Petit-Verdot dürftes es weltweit kaum geben! (Jahrgang: 2001); Berliner Weinführer: Ein Rebensaft der es in sich hat ..... Sehr gute Qualität (Jahrgang: 2001) Das Weingut Seit Parkers 95er Ritterschlag mit fünf Spitzenbewertungen genießen Carlos Falcós Weine große Beachtung. Zusammen mit seinem langjährigen Weinmacher Julio Lopez realisiert er in Malpica de Tajo, 50 km von Toledo entfernt gelegen, die vorzüglichen Dominio-de-Valdepusa-Estate-Weine. Unter Ertrag stehen 45 ha Rebstöcke mit Cabernet Sauvignon, Syrah, Petit Verdot und Merlot. Drei bis sechs Wochen dauert die Skin-Maceration voll ausgereifter Trauben. Das Resultat sind intensive Tannine, dichte Farbe und Konzentration. Der Ausbau erfolgt grundsätzlich in französischen Eichenfässern, 1.000 Barriques stehen dafür im klimatisierten Barriquekeller zur Verfügung. Mit der Anpflanzung der im Bordeaux vergessenen Petit-Verdot-Traube, der von der Rhône stammenden Syrah-Traube und den daraus erzeugten Weinen schuf der 69-jährige Carlos Falcó den Grundstein für seine Rotweine ("Ein moderner Aristokrat, der nicht müde wird, seine Ideen in die Tat umzusetzen.", Friedhelm Mühleib, Alles über Wein 1/2005). Mit der aus Cabernet Sauvignon, Syrah und Merlot erzeugten Cuvée Dominio de Valdepusa Eméritus krönt der Weinadlige sein Lebenswerk: das Beste von drei Rebsorten in einem opulenten Wein. Vor drei Jahren wurde der Dominio de Valdepusa die Ehre zuteil, als erste Einzellage Spaniens den Status einer D.O. verliehen zu bekommen: D.O. Dominio de Valdepusa steht seit dem Jahrgang 2002 auf den Flaschen der Pagos de Familia de Marqués de Griñón. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	22.50	http://www.a-vino.de/images/valdepusa_petit.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=212	ab Lager	0.00			
214	Icario - Rosso di Montepulciano DOC 2004/2006	Icario	S-5593-06	Rotwein|Italien	In den Hügeln von Montepulciano, von der Sonne verwöhnt! Flascheninhalt: 0,75 ltr. Charakter:Herrliche rubinrote Farbe, intensive Nase mit würzigen Nuancen, angenehm voller Körper, viel Character und Eleganz Rebsorte: Prignolo Gentile (Sangiovese) Weingut: Das Weingut Icario hat seinen Sitz in Fucile, mitten in den Hügeln von Montepulciano, genau im Val d'Orcia. Die 22 ha Rebflächen sind geprägt von charaktervollen Ton- und Tuffböden und vorwiegend mit Prugnolo Gentile einem lokalen Sangiovese-Klon bepflanzt. Die sorgfältige Pflege der Weinberge, eine selektive Handlese und der qualitätsorientierte Ausbau unterstützen die natürlichen Faktoren, die maßgeblich für die Qualtität der Weine verantwortlich sind. Allier-Eiche. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	11.30	http://www.a-vino.de/images/Icario_rosso.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=214	ab Lager	0.00			
215	Icario - Vino Nobile di Montepulciano DOCG 2005	Icario	S-5496-05	Rotwein|Italien	Ein perfekter, typische Vino Nobile. Wieder mal Nullbestand: Nachlieferung ist aber unterwegs Flascheninhalt: 0,75 ltr. Charakter:Herrliches Bouquet von Schwarzkirschen und Brombeeren, dichte Struktur mit feinen Nuancen. Aromen von Kaffee und Tabak. Sehr nachhaltig. Rebsorte: Prignolo Gentile (Sangiovese) Weingut: Das Weingut Icario hat seinen Sitz in Fucile, mitten in den Hügeln von Montepulciano, genau im Val d'Orcia. Die 22 ha Rebflächen sind geprägt von charaktervollen Ton- und Tuffböden und vorwiegend mit Prugnolo Gentile einem lokalen Sangiovese-Klon bepflanzt. Die sorgfältige Pflege der Weinberge, eine selektive Handlese und der qualitätsorientierte Ausbau unterstützen die natürlichen Faktoren, die maßgeblich für die Qualtität der Weine verantwortlich sind. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	15.45	http://www.a-vino.de/images/Icario_vino_nobile.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=215	ab Lager	0.00			
216	Champagne Michel Loriot AC Reserve Brut	Michel Loriot	S-1450	Champagner+Co.|Frankreich	 ein Champagner der Extraklasse Flascheninhalt: 0,75 ltr. Charakter: würziger Birnendurft, ausgewogene Frucht, feiner Nachhall Rebsorte: Die Hauptrebsorte ist Pinot Meunier, deshalb schmeckt er immer sehr fruchtig und frisch. Auszeichnungen: Journal Selection: 4 von 5 möglichen Sternen Das Weingut Die Weinberge von Michel Loriot liegen in einem kleinen Tal in der Region Marne. Seine Champagner haben in den letzten Jahren bei diversen Verkostungen hohe Auszeichnungen bekommen. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	22.90	http://www.a-vino.de/images/Loriot.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=216	ab Lager	0.00			
217	La Forge Estate - Chardonnay 2005/2006/2007	Jean-Claude Mas	S-1753-07	Weisswein|Frankreich	Ein perfekter Traum eines Chardonnay's Flascheninhalt: 0,75 ltr. Charakter: Elegante Düfte nach exotischen Früchten, pikante Fruchtdichte, feinwürzige Nuancen, voll und komplex. Barriquewein. Rebsorte: Chardonnay Auszeichnungen: Mundus Vini Gold 2003 . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.35	http://www.a-vino.de/images/LaForgeChardonay.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=217	ab Lager	0.00			
219	La Forge Estate - Merlot Barrique 2007	Jean-Claude Mas	S-1750-07	Rotwein|Frankreich	Ein Merlot, einfach perfekt und unwahrscheinlich harmonisch! Flascheninhalt: 0,75 ltr. Charakter: tiefrote Farbe, ausladender Duft von schwarzen Beeren, enorme Frucht, feinste Röstaromen, sehr rund. Rebsorte: Merlot Die Region: Languedoc Auszeichnungen Verkostung Weinwelt 02/2003: 15/20 Punkten Empfehlungen SWR1 Ratgeber: Essen & Trinken -------------------- hier der Link zu SWR1 --------------- Das Weingut Die Geschichte beginnt 1892, als Auguste Mas die ersten 22 Morgen Weinberge anlegt und somit den Grund-stein für das inzwischen auf über 75 ha angewachsene Weingut legt. Es sind vier Domainen, die unter der Leitung von Jean-Claude und Michel zu einem der führenden Weinproduzenten in dieser sonnenreichen Region - direkt am Mittelmeer gelegen - zusammengeführt wurden. Alle Fäden laufen auf Château de Conas, dem über eintausend Jahre alten Schloss der gleichnamigen Domaine nahe der Stadt Pezenas zusammen. Auch die Weine von LA FORGE ESTATE, die sich durch ein überragendes Preis-/Qualitätsverhältnis auszeich-nen und rebsortenreine Klassiker sind, werden auf der Domaine Caude Val vinifiziert. Es sind Barriqueweine mit internationalem Flair, die durch Eleganz und Finesse überzeugen. Von der Sonne verwöhnt und vinifiziert von einem qualifiziertem Winemaker-Team unter der Leitung von Jean-Claude Mas, werden hier erstklassige Weine erzeugt, wie sie sonst im Süden Frankreichs selten anzutreffen sind. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.50	http://www.a-vino.de/images/LaForgeEstateSyrah.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=219	ab Lager	0.00			
220	La Forge Estate - Cabernet Sauvignon Barrique 2007	Jean-Claude Mas	S-1751-07	Rotwein|Frankreich	Cabernet Sauvignon perfekt vinifiziert ! Flascheninhalt: 0,75 ltr. Charakter: Überragendes Bouquet von reifen Brombeeren und getrockeneten Pflaumen, Vanille- und Mokkanoten, etwas Schokolade und Lakritz, kraftvoller Körper mit langem Abgang Rebsorte: Cabernet Sauvignon Die Region: Languedoc Das Weingut Die Geschichte beginnt 1892, als Auguste Mas die ersten 22 Morgen Weinberge anlegt und somit den Grund-stein für das inzwischen auf über 75 ha angewachsene Weingut legt. Es sind vier Domainen, die unter der Leitung von Jean-Claude und Michel zu einem der führenden Weinproduzenten in dieser sonnenreichen Region - direkt am Mittelmeer gelegen - zusammengeführt wurden. Alle Fäden laufen auf Château de Conas, dem über eintausend Jahre alten Schloss der gleichnamigen Domaine nahe der Stadt Pezenas zusammen. Auch die Weine von LA FORGE ESTATE, die sich durch ein überragendes Preis-/Qualitätsverhältnis auszeich-nen und rebsortenreine Klassiker sind, werden auf der Domaine Caude Val vinifiziert. Es sind Barriqueweine mit internationalem Flair, die durch Eleganz und Finesse überzeugen. Von der Sonne verwöhnt und vinifiziert von einem qualifiziertem Winemaker-Team unter der Leitung von Jean-Claude Mas, werden hier erstklassige Weine erzeugt, wie sie sonst im Süden Frankreichs selten anzutreffen sind. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.50	http://www.a-vino.de/images/LaForgeEstateCabernet.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=220	ab Lager	0.00			
221	La Forge Estate - Syrah Barrique 2006/2007	Jean-Claude Mas	S-1752-07	Rotwein|Frankreich	Warum nur 14,5 von 20 Punkten hab ich für diesen Syrah nicht verstanden Flascheninhalt: 0,75 ltr. Charakter: fein nuanciertes, angenehm würziges Bouquet von eingemachten Früchten und Waldpilzen, Aromen von exotischen Gewürzen, dezente Mokkanote, finessenreich Rebsorte: Syrah Die Region: Languedoc Auszeichnungen Verkostung Weinwelt 02/2003: 14,5/20 Punkten Das Weingut Die Geschichte beginnt 1892, als Auguste Mas die ersten 22 Morgen Weinberge anlegt und somit den Grund-stein für das inzwischen auf über 75 ha angewachsene Weingut legt. Es sind vier Domainen, die unter der Leitung von Jean-Claude und Michel zu einem der führenden Weinproduzenten in dieser sonnenreichen Region - direkt am Mittelmeer gelegen - zusammengeführt wurden. Alle Fäden laufen auf Château de Conas, dem über eintausend Jahre alten Schloss der gleichnamigen Domaine nahe der Stadt Pezenas zusammen. Auch die Weine von LA FORGE ESTATE, die sich durch ein überragendes Preis-/Qualitätsverhältnis auszeich-nen und rebsortenreine Klassiker sind, werden auf der Domaine Caude Val vinifiziert. Es sind Barriqueweine mit internationalem Flair, die durch Eleganz und Finesse überzeugen. Von der Sonne verwöhnt und vinifiziert von einem qualifiziertem Winemaker-Team unter der Leitung von Jean-Claude Mas, werden hier erstklassige Weine erzeugt, wie sie sonst im Süden Frankreichs selten anzutreffen sind. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.50	http://www.a-vino.de/images/LaForgeEstateSyrah.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=221	ab Lager	0.00			
222	Aceite de Olivia Virgen Extra Varriedad Arbequina	Spanish Delicatessen - Cordoba	A-ES741563	Olivenöl|Spanien	Flascheninhalt: 0,5 ltr. Kaltgepresstes Olivenöl Extra Virgen, erzeugt aus der Olivensorte Arbequina. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	8.20	http://www.a-vino.de/images/olivenoel_aceite.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=222	ab Lager	0.00			
223	Malpica de Tajo-Capilla del fraile aceite de Olivia virgen extra	Marques de Grinon	A-ES740101	Olivenöl|Spanien	Flascheninhalt: 0,5 ltr. Kaltgepresstes Olivenöl Extra Virgen höchster Qualität; erzeugt aus den Olivensorten Arbequina, Manzanilla und Picul; maximale Säure 0,2°. Das Projekt von Carlos Falco (Marques de Grinon) und Partner Inigo Valdenebro wurde zusammen mit dem italienischen Olivenöl-Guru Dr. Marco Mugelli unter Berücksichtigung modernster Technologie in Malpica de Tajo (Toledo) realisiert. Auszeichnungen Der Feinschmecker 2004: Ausgewählt für die Liste "250 Spitzen-Olivenöle" Alles über Wein 5/2004: Brillante Farbe mit leuchtenden Reflexen, zartes Gelb mitz grünen Nuancen. Starkes Aroma nach grünen Tomaten und frisch geschnittenem Gras. Feinwürziges, relativ mildes Olivenöl mit Zartbitternote und Pfefferton. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	14.50	http://www.a-vino.de/images/grinon_olivenoel.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=223	ab Lager	0.00			
226	Primitivo di Manduria - 2005	Palazzo Malgara	AR-IT61601	Rotwein|Italien	Neu im Sortiment Flascheninhalt: 0,75 ltr. Charakter:Intensives Rubinrot mit violetten Reflexen, fruchtig, warmer und blumiger Geschmack mit einem guten Körper und einem samtigen Abgang Rebsorte: Primitivo . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	5.75	http://www.a-vino.de/images/primitivo_palazzo_malgara.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=226	ab Lager	0.00			
539	Portal del Montsant - Sant Bru Tinto - 2006	Portal del Montsant	A-ES470302	Rotwein|Spanien	Zur Zeit noch ein absoluter Geheimtipp! Verfügbarkeit bitte anfragen. 12 Monate in französischer Eiche! Flascheninhalt: 0,75 ltr. Charakter: Beeindruckender Rotwein mit viel Finesse und Eleganz. Tiefes Kirschrot, das im Glas brillant und leuchtend schimmert. Selektiertes Traubengut von den Einzellagen La Figuera, El Masroig und Darmòs, das bereits im Weinberg selektiert wird. Opulenter Körper, Aromen roter und schwarzer Früchte in der Nase , gut eingebundenes Holz , Noten von Eukalyptus und Kakao. Braucht ebenfalls viel Luft, im Mund geschmeidig und mit lebendiger Säure ; langer Abgang mit weichen Tanninen und Nuancen von Balsamico und Kaffee sowie dunklen Früchten. Rebsorte: Carinena 65%, Garnacha Tinta 15%, Syrah 20% Region: Montsant Das Weingut: Mit dem noch jungen, erst 2001 ins Leben gerufenen Projekt Portal del Montsant hat sich Alfredo Arribas den langjährigen Traum vom eigenen Weingut erfüllt. Im Mittelpunkt seiner Arbeit steht die Kultivierung klassischer Rebsorten der Region Montsant / Priorato wie Carinena, Garnacha Tinta und Garnacha Blanco. Das ganze geschieht unter Berücksichtigung eines traditionellen Anbaus auf mühsam wieder hergestellten Terrassen mit bis zu 40% Neigung, nach den Regeln eines naturnahen, organischen Weinbaus. Unterstützung erfährt Arribas durch den jungen Önologen Ricardo Rofes. Das Duo setzt auf kleine Erträge - und als Folge dessen werden nur kleine Mengen der auf vornehmlich auf Kreide- und Lehmböden wachsenden Trauben auf Flasche abgefüllt. Bis dato sind die Weine von Portal del Montsant nur in einigen wenigen Weinfachhandlungen zu kaufen und das Trio aus zwei Roten und einem Weißen (noch) unter der Hand als Geheimtipp gehandelt. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	22.90	http://www.a-vino.de/images/PortalDelMontsant_SantBruTinto.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=539	ab Lager	0.00			
233	Mas Donis 2002	Celler de Capcanes	E-MD1345	Rotwein|Spanien	Die Reifung in der Flasche ist beeindruckend Flascheninhalt: 0,75 ltr. Charakter: ausgeprägte jugendliche Frucht, leichte Caramelnote, sehr gefällig Rebsorte: Garnacha, Syrah Das Weingut: Die Cooperativa de Capçanes wurde 1933 von 125 Weinbauern gegründet und ist heute mit etwa 50 Prozent an der Gesamtproduktion des Priorats beteiligt. In den letzten Jahren hat sie sich ausserdem zu einer der qualitativ führenden in Spanien entwickelt. Capçanes ist einer der Förderer der D.O. Montsant, die früher der Subzone Falset der D.O. Tarragona entsprach. Aber der eigene Charakter in Sachen Klima, Boden und der dort ausgebauten Weine selbst ermöglichte die Qualifikation einer eigenen D.O. Ihr Reichtum liegt in der Vielfalt ihrer Rebflächen begründet. Die alten und sehr alten Stöcke zwischen 30 und 95 Jahren ermöglichen es, die besten auszusuchen und individuell zu potenzieren. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.00	http://www.a-vino.de/images/mas_donis.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=233	ab Lager	0.00			
